Time (s),Supply Voltage (V),Power (W),J1 Angle (deg),J2 Angle (deg),J3 Angle (deg),J4 Angle (deg),J5 Angle (deg),J6 Angle (deg),J1 X (mm),J1 Y (mm),J1 Z (mm),J2 X (mm),J2 Y (mm),J2 Z (mm),J3 X (mm),J3 Y (mm),J3 Z (mm),J4 X (mm),J4 Y (mm),J4 Z (mm),J5 X (mm),J5 Y (mm),J5 Z (mm),J6 X (mm),J6 Y (mm),J6 Z (mm),J1 Current (mA),J2 Current (mA),J3 Current (mA),J4 Current (mA),J5 Current (mA),J6 Current (mA),J1 Velocity (deg/s),J2 Velocity (deg/s),J3 Velocity (deg/s),J4 Velocity (deg/s),J5 Velocity (deg/s),J6 Velocity (deg/s),J1 Accel (deg/s^2),J2 Accel (deg/s^2),J3 Accel (deg/s^2),J4 Accel (deg/s^2),J5 Accel (deg/s^2),J6 Accel (deg/s^2)
0.0,24.0,4.752,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,0.0,75.0,84.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
0.066,24.0,4.896,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,0.0,78.0,87.0,0.0,39.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
0.192,24.0,4.68,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,0.0,76.0,80.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,24.0,4.8,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,0.0,75.0,86.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
0.419,24.0,5.88,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,48.0,75.0,83.0,0.0,39.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.528,24.0,5.184,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,19.0,76.0,82.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656,24.0,5.184,-0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,19.0,76.0,82.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0.771,24.0,6.936,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,39.0,76.0,84.0,51.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0.886,24.0,19.08,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,73.0,76.0,83.0,146.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.999,24.0,13.632,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,58.0,205.0,81.0,185.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.112,24.0,14.448,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,49.0,284.0,84.0,146.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
1.23,24.0,12.168,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,0.0,58.0,187.0,85.0,138.0,39.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
1.347,24.0,12.048,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,15.0,51.0,175.0,86.0,136.0,39.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
1.461,24.0,11.952,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,19.0,51.0,178.0,84.0,127.0,39.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.214,0.214,0.0,0.0,0.214,0.0
1.577,24.0,30.96,0.0,-56.89,127.45,-0.0,10.31,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.192,0.0,280.553,25.183,0.0,360.097,86.477,0.0,381.73,150.654,0.0,392.044,46.0,300.0,171.0,85.0,253.0,39.0,0.05,0.05,-0.0,0.0,0.05,0.0,1.28,1.28,-0.432,0.0,1.496,0.0
1.682,24.0,49.728,0.01,-56.88,127.45,-0.0,10.32,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.169,-0.035,280.588,25.219,0.004,360.093,86.518,0.015,381.715,150.698,0.026,392.007,50.0,676.0,619.0,84.0,604.0,39.0,0.265,0.265,-0.086,0.0,0.308,0.0,1.695,1.695,-0.849,0.0,2.12,0.0
1.794,24.0,43.704,0.06,-56.83,127.43,-0.0,10.38,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-200.055,-0.209,280.763,25.375,0.027,360.149,86.684,0.091,381.74,150.881,0.158,391.931,9.0,485.0,839.0,85.0,364.0,39.0,0.413,0.413,-0.185,0.0,0.505,0.0,1.724,1.939,-0.428,0.0,1.938,0.0
1.899,24.0,45.672,0.1,-56.79,127.41,-0.0,10.43,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-199.964,-0.349,280.903,25.494,0.044,360.21,86.811,0.152,381.779,151.019,0.264,391.892,47.0,560.0,680.0,84.0,493.0,39.0,0.634,0.677,-0.185,0.0,0.726,0.0,1.486,1.908,-0.197,0.0,1.687,0.0
2.01,24.0,42.168,0.2,-56.68,127.39,-0.0,10.54,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-199.711,-0.697,281.286,25.87,0.09,360.24,87.22,0.304,381.712,151.463,0.529,391.6,42.0,502.0,697.0,86.0,391.0,39.0,0.726,0.817,-0.23,0.0,0.864,0.0,0.262,0.262,-0.639,0.0,1.119,0.0
2.118,24.0,46.656,0.26,-56.61,127.36,-0.0,10.62,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-199.55,-0.906,281.53,26.085,0.118,360.326,87.451,0.397,381.756,151.714,0.688,391.509,131.0,676.0,900.0,83.0,115.0,39.0,0.694,0.741,-0.324,0.0,0.972,0.0,0.573,0.377,-0.458,0.0,0.774,0.0
2.226,24.0,50.904,0.35,-56.52,127.32,-0.0,10.75,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-199.341,-1.218,281.843,26.361,0.161,360.442,87.744,0.536,381.819,152.037,0.929,391.37,356.0,659.0,773.0,84.0,210.0,39.0,0.85,0.899,-0.329,0.0,1.031,0.0,2.698,2.923,-0.393,0.0,1.787,0.0
2.33,24.0,53.88,0.44,-56.42,127.29,-0.0,10.84,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-199.108,-1.529,282.191,26.687,0.205,360.514,88.095,0.677,381.816,152.414,1.17,391.188,172.0,773.0,933.0,85.0,243.0,39.0,1.256,1.349,-0.405,0.0,1.341,0.0,2.462,3.104,-0.593,0.0,2.826,0.0
2.443,24.0,49.896,0.63,-56.22,127.23,-0.0,11.05,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-198.64,-2.184,282.885,27.339,0.301,360.657,88.798,0.976,381.808,153.171,1.684,390.787,259.0,516.0,904.0,87.0,274.0,39.0,1.357,1.549,-0.455,0.0,1.642,0.0,0.557,0.76,-0.474,0.0,1.412,0.0
2.547,24.0,50.76,0.74,-56.08,127.19,-0.0,11.2,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-198.31,-2.561,283.37,27.799,0.359,360.747,89.293,1.153,381.791,153.703,1.985,390.489,149.0,472.0,924.0,85.0,446.0,39.0,1.383,1.531,-0.507,0.0,1.669,0.0,2.806,2.56,-1.079,0.0,3.199,0.0
2.657,24.0,45.24,0.93,-55.89,127.12,-0.0,11.41,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-197.857,-3.212,284.027,28.403,0.461,360.93,89.938,1.46,381.845,154.394,2.506,390.172,85.0,563.0,816.0,86.0,296.0,39.0,1.989,2.131,-0.693,0.0,2.363,0.0,3.608,3.792,-1.276,0.0,4.432,0.0
2.764,24.0,35.016,1.17,-55.62,127.04,-0.0,11.71,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-197.208,-4.028,284.958,29.288,0.598,361.11,90.887,1.856,381.821,155.407,3.174,389.596,105.0,429.0,587.0,82.0,217.0,39.0,2.177,2.364,-0.786,0.0,2.642,0.0,0.109,0.116,-0.031,0.0,0.346,0.0
2.873,24.0,41.112,1.4,-55.38,126.95,-0.0,11.98,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-196.623,-4.805,285.783,30.051,0.734,361.342,91.698,2.241,381.892,156.268,3.819,389.193,336.0,433.0,625.0,84.0,196.0,39.0,2.006,2.148,-0.696,0.0,2.428,0.0,-0.096,-0.044,0.221,0.0,0.021,0.0
2.978,24.0,49.152,1.6,-55.16,126.89,-0.0,12.23,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-196.083,-5.477,286.538,30.781,0.86,361.463,92.48,2.583,381.84,157.094,4.388,388.68,256.0,558.0,920.0,84.0,191.0,39.0,2.145,2.339,-0.734,0.0,2.631,0.0,2.471,2.711,-0.866,0.0,2.756,0.0
3.079,24.0,57.864,1.84,-54.9,126.8,-0.0,12.52,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-195.437,-6.278,287.426,31.619,1.016,361.678,93.371,3.0,381.872,158.029,5.077,388.192,342.0,829.0,759.0,86.0,356.0,39.0,2.506,2.699,-0.871,0.0,2.989,0.0,2.764,2.73,-0.767,0.0,3.101,0.0
3.185,24.0,52.056,2.12,-54.6,126.71,-0.0,12.85,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-194.682,-7.207,288.448,32.606,1.207,361.867,94.421,3.495,381.834,159.125,5.89,387.544,334.0,579.0,783.0,86.0,348.0,39.0,2.709,2.896,-0.887,0.0,3.268,0.0,1.405,1.811,-0.516,0.0,2.201,0.0
3.293,24.0,52.704,2.42,-54.28,126.61,-0.0,13.22,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-193.866,-8.193,289.534,33.655,1.422,362.079,95.533,4.037,381.808,160.279,6.774,386.852,110.0,934.0,780.0,83.0,250.0,39.0,2.804,3.086,-0.982,0.0,3.459,0.0,0.593,1.028,-0.633,0.0,0.8,0.0
3.399,24.0,43.776,2.72,-53.94,126.5,-0.0,13.59,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-192.99,-9.169,290.683,34.766,1.652,362.313,96.709,4.594,381.794,161.489,7.672,386.158,85.0,794.0,614.0,86.0,206.0,39.0,2.837,3.119,-1.024,0.0,3.443,0.0,-1.61,-2.049,0.678,0.0,-2.282,0.0
3.508,24.0,52.728,3.03,-53.61,126.39,-0.0,13.96,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-192.125,-10.17,291.794,35.842,1.897,362.547,97.842,5.179,381.79,162.646,8.609,385.487,305.0,690.0,587.0,85.0,491.0,39.0,2.446,2.632,-0.83,0.0,2.955,0.0,-1.635,-1.822,0.974,0.0,-1.781,0.0
3.615,24.0,40.848,3.25,-53.37,126.32,-0.0,14.23,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-191.49,-10.874,292.598,36.638,2.08,362.674,98.681,5.604,381.733,163.498,9.284,384.931,131.0,682.0,540.0,84.0,226.0,39.0,2.476,2.715,-0.81,0.0,3.048,0.0,1.934,2.404,-0.582,0.0,2.899,0.0
3.719,24.0,47.112,3.55,-53.04,126.22,-0.0,14.6,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-190.608,-11.825,293.701,37.728,2.341,362.859,99.828,6.193,381.668,164.655,10.215,384.186,40.0,700.0,695.0,84.0,405.0,39.0,2.845,3.129,-0.948,0.0,3.555,0.0,2.091,2.095,-0.924,0.0,2.324,0.0
3.826,24.0,47.976,3.85,-52.71,126.12,-0.0,14.98,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-189.714,-12.767,294.798,38.82,2.612,363.038,100.973,6.795,381.596,165.801,11.158,383.423,375.0,594.0,585.0,83.0,323.0,39.0,2.909,3.145,-1.003,0.0,3.523,0.0,-1.327,-1.995,0.133,0.0,-2.39,0.0
3.929,24.0,52.2,4.16,-52.38,126.01,-0.0,15.34,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-188.808,-13.733,295.891,39.9,2.902,363.25,102.1,7.426,381.57,166.919,12.141,382.738,177.0,656.0,726.0,83.0,494.0,39.0,2.581,2.727,-0.925,0.0,3.069,0.0,-2.187,-2.208,0.729,0.0,-2.185,0.0
4.031,24.0,55.056,4.38,-52.15,125.93,-0.0,15.61,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-188.168,-14.413,296.65,40.649,3.113,363.409,102.879,7.88,381.565,167.686,12.844,382.257,195.0,749.0,982.0,86.0,243.0,39.0,2.458,2.689,-0.853,0.0,3.07,0.0,3.045,3.913,-0.705,0.0,4.315,0.0
4.139,24.0,55.008,4.68,-51.81,125.83,-0.0,15.99,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-187.219,-15.326,297.767,41.779,3.42,363.564,104.059,8.519,381.459,168.842,13.822,381.447,459.0,617.0,900.0,85.0,192.0,39.0,3.273,3.602,-1.091,0.0,4.028,0.0,4.034,4.042,-1.345,0.0,4.261,0.0
4.243,24.0,46.608,5.07,-51.39,125.7,-0.0,16.46,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-186.027,-16.504,299.14,43.168,3.83,363.773,105.501,9.36,381.351,170.241,15.104,380.478,208.0,613.0,741.0,88.0,253.0,39.0,3.341,3.58,-1.145,0.0,4.01,0.0,-1.225,-1.522,0.385,0.0,-1.604,0.0
4.349,24.0,47.112,5.38,-51.06,125.59,-0.0,16.83,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-185.076,-17.43,300.213,44.25,4.167,363.962,106.619,10.041,381.3,171.315,16.134,379.757,458.0,314.0,711.0,83.0,358.0,39.0,3.008,3.277,-1.007,0.0,3.686,0.0,-3.324,-3.388,1.312,0.0,-3.701,0.0
4.462,24.0,59.088,5.73,-50.67,125.48,-0.0,17.27,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-183.945,-18.457,301.475,45.553,4.571,364.098,107.968,10.834,381.129,172.601,17.319,378.77,544.0,654.0,792.0,85.0,348.0,39.0,2.611,2.831,-0.857,0.0,3.19,0.0,-2.491,-2.876,0.765,0.0,-3.262,0.0
4.569,24.0,39.672,5.96,-50.43,125.4,-0.0,17.54,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-183.237,-19.13,302.248,46.34,4.838,364.227,108.777,11.356,381.083,173.363,18.099,378.236,86.0,637.0,561.0,79.0,251.0,39.0,2.448,2.632,-0.832,0.0,2.955,0.0,-0.143,-0.089,-0.166,0.0,-0.01,0.0
4.678,24.0,47.664,6.26,-50.1,125.3,-0.0,17.91,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-182.259,-19.993,303.306,47.434,5.203,364.358,109.903,12.056,380.962,174.42,19.133,377.436,225.0,583.0,823.0,82.0,234.0,39.0,2.585,2.819,-0.895,0.0,3.197,0.0,1.863,2.079,-0.92,0.0,2.315,0.0
4.781,24.0,38.952,6.51,-49.83,125.21,-0.0,18.22,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-181.45,-20.706,304.169,48.32,5.514,364.494,110.81,12.645,380.901,175.263,20.0,376.819,148.0,394.0,761.0,84.0,197.0,39.0,2.836,3.068,-1.023,0.0,3.445,0.0,1.668,1.805,-0.643,0.0,1.877,0.0
4.891,24.0,52.68,6.87,-49.44,125.08,-0.0,18.65,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-180.271,-21.719,305.408,49.6,5.976,364.684,112.117,13.508,380.804,176.469,21.261,375.942,200.0,592.0,762.0,84.0,518.0,39.0,2.929,3.194,-1.023,0.0,3.589,0.0,-0.899,-0.957,0.519,0.0,-1.091,0.0
5.008,24.0,58.104,7.17,-49.11,124.98,-0.0,19.03,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-179.263,-22.551,306.452,50.693,6.377,364.797,113.234,14.244,380.665,177.49,22.328,375.113,262.0,889.0,819.0,87.0,325.0,39.0,2.607,2.821,-0.897,0.0,3.162,0.0,-0.851,-1.008,0.368,0.0,-1.128,0.0
5.125,24.0,46.968,7.48,-48.78,124.87,-0.0,19.39,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-178.242,-23.403,307.49,51.775,6.798,364.945,114.332,15.011,380.57,178.484,23.434,374.363,112.0,566.0,666.0,83.0,491.0,39.0,2.73,2.958,-0.937,0.0,3.325,0.0,0.738,1.04,0.114,0.0,1.39,0.0
5.232,24.0,40.896,7.78,-48.45,124.77,-0.0,19.77,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-177.216,-24.213,308.522,52.867,7.223,365.046,115.441,15.772,380.418,179.48,24.522,373.522,82.0,744.0,471.0,83.0,285.0,39.0,2.778,3.056,-0.881,0.0,3.474,0.0,0.379,0.396,0.077,0.0,0.414,0.0
5.341,24.0,42.792,8.08,-48.12,124.68,-0.0,20.14,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-176.18,-25.011,309.55,53.967,7.661,365.1,116.56,16.547,380.208,180.475,25.621,372.624,434.0,380.0,702.0,85.0,143.0,39.0,2.812,3.042,-0.923,0.0,3.41,0.0,1.281,1.049,-0.988,0.0,1.017,0.0
5.449,24.0,47.112,8.39,-47.79,124.57,-0.0,20.51,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-175.13,-25.83,310.572,55.047,8.119,365.229,117.647,17.352,380.094,181.431,26.759,371.846,173.0,268.0,809.0,86.0,588.0,39.0,3.054,3.281,-1.094,0.0,3.691,0.0,0.01,0.006,-0.213,0.0,0.003,0.0
5.56,24.0,47.52,8.75,-47.4,124.44,-0.0,20.95,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-173.88,-26.763,311.773,56.322,8.669,365.374,118.929,18.305,379.952,182.548,28.097,370.917,345.0,519.0,619.0,85.0,373.0,39.0,2.8,3.029,-0.961,0.0,3.395,0.0,-2.713,-2.911,1.182,0.0,-3.3,0.0
5.665,24.0,55.656,9.0,-47.13,124.36,-0.0,21.25,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-173.006,-27.402,312.601,57.212,9.062,365.429,119.824,18.978,379.796,183.322,29.035,370.211,464.0,491.0,701.0,89.0,535.0,39.0,2.473,2.66,-0.838,0.0,2.986,0.0,-0.494,-0.481,0.158,0.0,-0.458,0.0
5.774,24.0,41.616,9.28,-46.83,124.26,-0.0,21.59,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-172.028,-28.109,313.516,58.191,9.508,365.53,120.802,19.739,379.676,184.158,30.091,369.485,181.0,490.0,674.0,86.0,264.0,39.0,2.716,2.951,-0.935,0.0,3.325,0.0,1.845,2.313,-0.777,0.0,2.574,0.0
5.879,24.0,53.568,9.58,-46.5,124.16,-0.0,21.96,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-170.947,-28.852,314.517,59.275,10.004,365.594,121.888,20.572,379.485,185.08,31.238,368.623,203.0,571.0,883.0,82.0,454.0,39.0,2.871,3.158,-1.005,0.0,3.541,0.0,1.822,2.0,-0.707,0.0,2.147,0.0
5.983,24.0,50.016,9.88,-46.17,124.05,-0.0,22.33,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-169.857,-29.584,315.513,60.35,10.511,365.693,122.959,21.416,379.34,185.981,32.392,367.819,197.0,609.0,571.0,86.0,582.0,39.0,3.096,3.369,-1.083,0.0,3.774,0.0,-0.759,-1.062,0.504,0.0,-1.015,0.0
6.1,24.0,47.184,10.27,-45.75,123.92,-0.0,22.8,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-168.453,-30.522,316.772,61.723,11.184,365.769,124.323,22.526,379.095,187.113,33.903,366.725,378.0,213.0,710.0,85.0,541.0,39.0,2.622,2.838,-0.859,0.0,3.226,0.0,-1.841,-2.074,0.89,0.0,-2.317,0.0
6.214,24.0,43.152,10.49,-45.51,123.85,-0.0,23.08,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-167.647,-31.041,317.488,62.509,11.574,365.79,125.104,23.164,378.927,187.752,34.764,366.057,262.0,546.0,499.0,88.0,364.0,39.0,2.657,2.875,-0.871,0.0,3.225,0.0,0.131,0.14,-0.233,0.0,-0.228,0.0
6.329,24.0,40.848,10.88,-45.09,123.72,-0.0,23.54,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-166.221,-31.949,318.733,63.877,12.278,365.85,126.455,24.306,378.665,188.852,36.299,364.962,197.0,387.0,509.0,85.0,485.0,39.0,2.652,2.87,-0.913,0.0,3.174,0.0,-0.215,-0.187,-0.115,0.0,0.061,0.0
6.444,24.0,53.496,11.1,-44.85,123.64,-0.0,23.81,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-165.402,-32.451,319.44,64.652,12.684,365.903,127.219,24.959,378.54,189.467,37.172,364.36,306.0,456.0,698.0,85.0,645.0,39.0,2.608,2.832,-0.898,0.0,3.239,0.0,0.616,0.662,0.001,0.0,1.111,0.0
6.554,24.0,41.952,11.46,-44.46,123.52,-0.0,24.26,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-164.061,-33.259,320.584,65.917,13.363,365.941,128.464,26.043,378.277,190.454,38.61,363.302,248.0,599.0,351.0,86.0,425.0,39.0,2.781,3.009,-0.912,0.0,3.419,0.0,0.413,0.398,0.062,0.0,0.151,0.0
6.663,24.0,60.168,11.71,-44.19,123.44,-0.0,24.56,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-163.125,-33.811,321.371,66.793,13.844,365.95,129.324,26.805,378.074,191.131,39.616,362.558,139.0,791.0,725.0,85.0,728.0,39.0,2.701,2.922,-0.885,0.0,3.275,0.0,-0.815,-0.831,0.064,0.0,-1.077,0.0
6.778,24.0,56.136,12.07,-43.8,123.32,-0.0,25.0,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-161.765,-34.591,322.501,68.052,14.552,365.973,130.555,27.917,377.796,192.088,41.075,361.499,310.0,714.0,514.0,82.0,680.0,39.0,2.597,2.822,-0.899,0.0,3.18,0.0,-1.064,-1.235,0.005,0.0,-1.371,0.0
6.882,24.0,48.288,12.29,-43.56,123.24,-0.0,25.27,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-160.924,-35.058,323.192,68.821,14.993,366.008,131.304,28.605,377.652,192.665,41.972,360.884,297.0,458.0,663.0,86.0,469.0,39.0,2.471,2.659,-0.886,0.0,2.986,0.0,2.905,3.165,-1.038,0.0,3.452,0.0
6.991,24.0,45.0,12.6,-43.23,123.13,-0.0,25.64,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-159.756,-35.71,324.138,69.874,15.619,366.05,132.326,29.578,377.449,193.441,43.239,360.035,280.0,336.0,680.0,83.0,457.0,39.0,3.258,3.545,-1.132,0.0,3.97,0.0,3.373,3.809,-1.046,0.0,4.23,0.0
7.095,24.0,44.688,12.98,-42.81,123.0,-0.0,26.11,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-158.267,-36.481,325.333,71.221,16.416,366.054,133.634,30.803,377.129,194.427,44.816,358.886,355.0,439.0,587.0,84.0,358.0,39.0,3.227,3.513,-1.121,0.0,3.934,0.0,-2.218,-2.479,0.812,0.0,-2.76,0.0
7.207,24.0,48.84,13.29,-42.48,122.89,-0.0,26.48,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-157.082,-37.104,326.266,72.267,17.07,366.082,134.642,31.803,376.911,195.173,46.101,358.026,314.0,201.0,859.0,86.0,536.0,39.0,2.747,2.973,-0.945,0.0,3.334,0.0,-1.946,-2.2,0.924,0.0,-2.236,0.0
7.317,24.0,48.24,13.59,-42.15,122.79,-0.0,26.85,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-155.896,-37.686,327.192,73.319,17.724,366.063,135.658,32.794,376.634,195.918,47.361,357.099,110.0,545.0,764.0,83.0,469.0,39.0,2.786,3.014,-0.913,0.0,3.425,0.0,-1.494,-1.694,0.562,0.0,-1.88,0.0
7.426,24.0,50.592,13.9,-41.82,122.69,-0.0,27.23,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-154.697,-38.284,328.113,74.365,18.404,366.036,136.662,33.821,376.35,196.637,48.663,356.156,386.0,393.0,790.0,83.0,417.0,39.0,2.424,2.607,-0.823,0.0,2.928,0.0,-1.602,-1.574,0.328,0.0,-2.159,0.0
7.536,24.0,54.24,14.12,-41.58,122.61,-0.0,27.49,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-153.824,-38.695,328.779,75.121,18.897,366.043,137.386,34.56,376.178,197.158,49.596,355.532,403.0,469.0,678.0,84.0,587.0,39.0,2.439,2.674,-0.842,0.0,2.957,0.0,2.136,2.374,-0.782,0.0,2.88,0.0
7.641,24.0,56.112,14.42,-41.25,122.51,-0.0,27.86,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-152.619,-39.243,329.69,76.164,19.584,366.006,138.385,35.583,375.883,197.864,50.877,354.592,447.0,422.0,862.0,85.0,483.0,39.0,2.864,3.1,-0.985,0.0,3.521,0.0,2.923,2.887,-0.982,0.0,3.511,0.0
7.749,24.0,40.56,14.73,-40.92,122.4,-0.0,28.24,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-151.401,-39.804,330.594,77.193,20.294,366.003,139.363,36.639,375.633,198.54,52.197,353.701,199.0,196.0,655.0,83.0,518.0,39.0,3.054,3.281,-1.049,0.0,3.694,0.0,0.74,0.912,-0.112,0.0,0.881,0.0
